rank,repair,human_review,abstain,high_stakes_review,direct_low_probability_abstain,high_stakes_criticality,exact_action_accuracy,unsafe_automation_rate,unsafe_execution_rate,severe_unsafe_execution_rate,appropriate_escalation_recall,safe_automation_coverage,over_escalation_rate,automation_rate,human_review_rate,abstention_rate,self_repair_rate,execute_rate,feasible,constraint_violation,selected
105,0.2,0.52,0.76,0.34,0.72,0.85,0.71875,0.4171511627906977,0.06837606837606838,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14583333333333334,0.5675,0.18916666666666668,0.0975,False,0.016612576064908624,False
106,0.2,0.52,0.8,0.34,0.72,0.85,0.7183333333333334,0.4171511627906977,0.06837606837606838,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14875,0.5645833333333333,0.18916666666666668,0.0975,False,0.016612576064908624,False
107,0.2,0.52,0.76,0.34,0.76,0.85,0.7166666666666667,0.4171511627906977,0.06837606837606838,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14958333333333335,0.56375,0.18916666666666668,0.0975,False,0.016612576064908624,False
108,0.2,0.52,0.8,0.34,0.76,0.85,0.7158333333333333,0.4171511627906977,0.06837606837606838,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.15291666666666667,0.5604166666666667,0.18916666666666668,0.0975,False,0.016612576064908624,False
109,0.24,0.5,0.72,0.38,0.68,0.85,0.7295833333333334,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13375,0.5766666666666667,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
110,0.24,0.5,0.76,0.38,0.68,0.85,0.7279166666666667,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13958333333333334,0.5708333333333333,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
111,0.24,0.5,0.8,0.38,0.68,0.85,0.7275,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.1425,0.5679166666666666,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
112,0.24,0.5,0.72,0.38,0.72,0.85,0.7266666666666667,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13666666666666666,0.57375,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
113,0.24,0.5,0.72,0.38,0.76,0.85,0.725,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14,0.5704166666666667,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
114,0.24,0.5,0.76,0.38,0.72,0.85,0.7245833333333334,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14291666666666666,0.5675,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
115,0.24,0.5,0.8,0.38,0.72,0.85,0.7241666666666666,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14583333333333334,0.5645833333333333,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
116,0.24,0.5,0.76,0.38,0.76,0.85,0.7225,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14666666666666667,0.56375,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
117,0.24,0.5,0.8,0.38,0.76,0.85,0.7216666666666667,0.418705035971223,0.08303249097472924,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.15,0.5604166666666667,0.17416666666666666,0.11541666666666667,False,0.022697768762677595,False
118,0.2,0.5,0.72,0.38,0.68,0.85,0.7204166666666667,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13375,0.5766666666666667,0.19208333333333333,0.0975,False,0.022697768762677595,False
119,0.2,0.5,0.76,0.38,0.68,0.85,0.71875,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13958333333333334,0.5708333333333333,0.19208333333333333,0.0975,False,0.022697768762677595,False
120,0.2,0.5,0.8,0.38,0.68,0.85,0.7183333333333334,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.1425,0.5679166666666666,0.19208333333333333,0.0975,False,0.022697768762677595,False
121,0.2,0.5,0.72,0.38,0.72,0.85,0.7175,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13666666666666666,0.57375,0.19208333333333333,0.0975,False,0.022697768762677595,False
122,0.2,0.5,0.72,0.38,0.76,0.85,0.7158333333333333,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14,0.5704166666666667,0.19208333333333333,0.0975,False,0.022697768762677595,False
123,0.2,0.5,0.76,0.38,0.72,0.85,0.7154166666666667,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14291666666666666,0.5675,0.19208333333333333,0.0975,False,0.022697768762677595,False
124,0.2,0.5,0.8,0.38,0.72,0.85,0.715,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14583333333333334,0.5645833333333333,0.19208333333333333,0.0975,False,0.022697768762677595,False
125,0.2,0.5,0.76,0.38,0.76,0.85,0.7133333333333334,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14666666666666667,0.56375,0.19208333333333333,0.0975,False,0.022697768762677595,False
126,0.2,0.5,0.8,0.38,0.76,0.85,0.7125,0.418705035971223,0.06837606837606838,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.15,0.5604166666666667,0.19208333333333333,0.0975,False,0.022697768762677595,False
127,0.24,0.52,0.72,0.38,0.68,0.85,0.725,0.4289732770745429,0.08303249097472924,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.12708333333333333,0.5766666666666667,0.18083333333333335,0.11541666666666667,False,0.04399594320486799,False
128,0.24,0.52,0.76,0.38,0.68,0.85,0.7233333333333334,0.4289732770745429,0.08303249097472924,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.13291666666666666,0.5708333333333333,0.18083333333333335,0.11541666666666667,False,0.04399594320486799,False
129,0.24,0.52,0.8,0.38,0.68,0.85,0.7229166666666667,0.4289732770745429,0.08303249097472924,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.13583333333333333,0.5679166666666666,0.18083333333333335,0.11541666666666667,False,0.04399594320486799,False
130,0.2,0.52,0.72,0.38,0.68,0.85,0.7158333333333333,0.4289732770745429,0.06837606837606838,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.12708333333333333,0.5766666666666667,0.19875,0.0975,False,0.04399594320486799,False
131,0.2,0.52,0.76,0.38,0.68,0.85,0.7141666666666666,0.4289732770745429,0.06837606837606838,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.13291666666666666,0.5708333333333333,0.19875,0.0975,False,0.04399594320486799,False
132,0.2,0.52,0.8,0.38,0.68,0.85,0.71375,0.4289732770745429,0.06837606837606838,0.0,0.8453346855983773,0.9485981308411215,0.0514018691588785,0.29625,0.13583333333333333,0.5679166666666666,0.19875,0.0975,False,0.04399594320486799,False
133,0.24,0.52,0.72,0.38,0.72,0.85,0.7220833333333333,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.12958333333333333,0.57375,0.18125,0.11541666666666667,False,0.045517241379310236,False
134,0.24,0.52,0.72,0.38,0.76,0.85,0.7204166666666667,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13291666666666666,0.5704166666666667,0.18125,0.11541666666666667,False,0.045517241379310236,False
135,0.24,0.52,0.76,0.38,0.72,0.85,0.72,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13583333333333333,0.5675,0.18125,0.11541666666666667,False,0.045517241379310236,False
136,0.24,0.52,0.8,0.38,0.72,0.85,0.7195833333333334,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13875,0.5645833333333333,0.18125,0.11541666666666667,False,0.045517241379310236,False
137,0.24,0.52,0.76,0.38,0.76,0.85,0.7179166666666666,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13958333333333334,0.56375,0.18125,0.11541666666666667,False,0.045517241379310236,False
138,0.24,0.52,0.8,0.38,0.76,0.85,0.7170833333333333,0.4297752808988764,0.08303249097472924,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.14291666666666666,0.5604166666666667,0.18125,0.11541666666666667,False,0.045517241379310236,False
139,0.2,0.52,0.72,0.38,0.72,0.85,0.7129166666666666,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.12958333333333333,0.57375,0.19916666666666666,0.0975,False,0.045517241379310236,False
140,0.2,0.52,0.72,0.38,0.76,0.85,0.71125,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13291666666666666,0.5704166666666667,0.19916666666666666,0.0975,False,0.045517241379310236,False
141,0.2,0.52,0.76,0.38,0.72,0.85,0.7108333333333333,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13583333333333333,0.5675,0.19916666666666666,0.0975,False,0.045517241379310236,False
142,0.2,0.52,0.8,0.38,0.72,0.85,0.7104166666666667,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13875,0.5645833333333333,0.19916666666666666,0.0975,False,0.045517241379310236,False
143,0.2,0.52,0.76,0.38,0.76,0.85,0.70875,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.13958333333333334,0.56375,0.19916666666666666,0.0975,False,0.045517241379310236,False
144,0.2,0.52,0.8,0.38,0.76,0.85,0.7079166666666666,0.4297752808988764,0.06837606837606838,0.0,0.8448275862068966,0.9485981308411215,0.0514018691588785,0.2966666666666667,0.14291666666666666,0.5604166666666667,0.19916666666666666,0.0975,False,0.045517241379310236,False
145,0.27,0.46,0.72,0.34,0.68,0.85,0.745,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.15541666666666668,0.5766666666666667,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
146,0.27,0.46,0.76,0.34,0.68,0.85,0.7433333333333333,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.16125,0.5708333333333333,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
147,0.27,0.46,0.8,0.34,0.68,0.85,0.7429166666666667,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.16416666666666666,0.5679166666666666,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
148,0.27,0.48,0.72,0.34,0.68,0.85,0.7425,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.15125,0.5766666666666667,0.13375,0.13833333333333334,False,0.0501204819277109,False
149,0.27,0.46,0.72,0.34,0.72,0.85,0.7420833333333333,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.15833333333333333,0.57375,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
150,0.27,0.48,0.76,0.34,0.68,0.85,0.7408333333333333,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.15708333333333332,0.5708333333333333,0.13375,0.13833333333333334,False,0.0501204819277109,False
151,0.27,0.48,0.8,0.34,0.68,0.85,0.7404166666666666,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.16,0.5679166666666666,0.13375,0.13833333333333334,False,0.0501204819277109,False
152,0.27,0.46,0.72,0.34,0.76,0.85,0.7404166666666666,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.16166666666666665,0.5704166666666667,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
153,0.27,0.46,0.76,0.34,0.72,0.85,0.74,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.16458333333333333,0.5675,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
154,0.27,0.48,0.72,0.34,0.72,0.85,0.7395833333333334,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.15416666666666667,0.57375,0.13375,0.13833333333333334,False,0.0501204819277109,False
155,0.27,0.46,0.8,0.34,0.72,0.85,0.7395833333333334,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.1675,0.5645833333333333,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
156,0.27,0.5,0.72,0.34,0.68,0.85,0.7383333333333333,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.14375,0.5766666666666667,0.14125,0.13833333333333334,False,0.0501204819277109,False
157,0.27,0.48,0.72,0.34,0.76,0.85,0.7379166666666667,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.1575,0.5704166666666667,0.13375,0.13833333333333334,False,0.0501204819277109,False
158,0.27,0.46,0.76,0.34,0.76,0.85,0.7379166666666667,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.16833333333333333,0.56375,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
159,0.27,0.48,0.76,0.34,0.72,0.85,0.7375,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.16041666666666668,0.5675,0.13375,0.13833333333333334,False,0.0501204819277109,False
160,0.27,0.46,0.72,0.38,0.68,0.85,0.7370833333333333,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.14541666666666667,0.5766666666666667,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
161,0.27,0.48,0.8,0.34,0.72,0.85,0.7370833333333333,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.16333333333333333,0.5645833333333333,0.13375,0.13833333333333334,False,0.0501204819277109,False
162,0.27,0.46,0.8,0.34,0.76,0.85,0.7370833333333333,0.38413685847589424,0.13253012048192772,0.0,0.8747464503042597,0.9252336448598131,0.07476635514018691,0.2679166666666667,0.17166666666666666,0.5604166666666667,0.12958333333333333,0.13833333333333334,False,0.0501204819277109,False
163,0.27,0.5,0.76,0.34,0.68,0.85,0.7366666666666667,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.14958333333333335,0.5708333333333333,0.14125,0.13833333333333334,False,0.0501204819277109,False
164,0.27,0.5,0.8,0.34,0.68,0.85,0.73625,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.1525,0.5679166666666666,0.14125,0.13833333333333334,False,0.0501204819277109,False
165,0.27,0.5,0.72,0.34,0.72,0.85,0.7354166666666667,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.14666666666666667,0.57375,0.14125,0.13833333333333334,False,0.0501204819277109,False
166,0.27,0.46,0.76,0.38,0.68,0.85,0.7354166666666667,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.15125,0.5708333333333333,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
167,0.27,0.48,0.76,0.34,0.76,0.85,0.7354166666666667,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.16416666666666666,0.56375,0.13375,0.13833333333333334,False,0.0501204819277109,False
168,0.27,0.46,0.8,0.38,0.68,0.85,0.735,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.15416666666666667,0.5679166666666666,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
169,0.27,0.48,0.72,0.38,0.68,0.85,0.7345833333333334,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.14125,0.5766666666666667,0.14375,0.13833333333333334,False,0.0501204819277109,False
170,0.27,0.48,0.8,0.34,0.76,0.85,0.7345833333333334,0.39203675344563554,0.13253012048192772,0.0,0.8701825557809331,0.927570093457944,0.07242990654205607,0.27208333333333334,0.1675,0.5604166666666667,0.13375,0.13833333333333334,False,0.0501204819277109,False
171,0.27,0.46,0.72,0.38,0.72,0.85,0.7341666666666666,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.14833333333333334,0.57375,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
172,0.27,0.5,0.72,0.34,0.76,0.85,0.73375,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.15,0.5704166666666667,0.14125,0.13833333333333334,False,0.0501204819277109,False
173,0.27,0.5,0.76,0.34,0.72,0.85,0.7333333333333333,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.15291666666666667,0.5675,0.14125,0.13833333333333334,False,0.0501204819277109,False
174,0.27,0.48,0.76,0.38,0.68,0.85,0.7329166666666667,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.14708333333333334,0.5708333333333333,0.14375,0.13833333333333334,False,0.0501204819277109,False
175,0.27,0.5,0.8,0.34,0.72,0.85,0.7329166666666667,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.15583333333333332,0.5645833333333333,0.14125,0.13833333333333334,False,0.0501204819277109,False
176,0.27,0.48,0.8,0.38,0.68,0.85,0.7325,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.15,0.5679166666666666,0.14375,0.13833333333333334,False,0.0501204819277109,False
177,0.27,0.46,0.72,0.38,0.76,0.85,0.7325,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.15166666666666667,0.5704166666666667,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
178,0.27,0.46,0.76,0.38,0.72,0.85,0.7320833333333333,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.15458333333333332,0.5675,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
179,0.27,0.48,0.72,0.38,0.72,0.85,0.7316666666666667,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.14416666666666667,0.57375,0.14375,0.13833333333333334,False,0.0501204819277109,False
180,0.27,0.46,0.8,0.38,0.72,0.85,0.7316666666666667,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.1575,0.5645833333333333,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
181,0.27,0.5,0.76,0.34,0.76,0.85,0.73125,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.15666666666666668,0.56375,0.14125,0.13833333333333334,False,0.0501204819277109,False
182,0.27,0.5,0.8,0.34,0.76,0.85,0.7304166666666667,0.40536512667660207,0.13253012048192772,0.0,0.8620689655172413,0.9322429906542056,0.06775700934579439,0.27958333333333335,0.16,0.5604166666666667,0.14125,0.13833333333333334,False,0.0501204819277109,False
183,0.27,0.48,0.72,0.38,0.76,0.85,0.73,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.1475,0.5704166666666667,0.14375,0.13833333333333334,False,0.0501204819277109,False
184,0.27,0.46,0.76,0.38,0.76,0.85,0.73,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.15833333333333333,0.56375,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
185,0.27,0.48,0.76,0.38,0.72,0.85,0.7295833333333334,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.15041666666666667,0.5675,0.14375,0.13833333333333334,False,0.0501204819277109,False
186,0.27,0.48,0.8,0.38,0.72,0.85,0.7291666666666666,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.15333333333333332,0.5645833333333333,0.14375,0.13833333333333334,False,0.0501204819277109,False
187,0.27,0.46,0.8,0.38,0.76,0.85,0.7291666666666666,0.3988005997001499,0.13253012048192772,0.0,0.8651115618661258,0.9369158878504673,0.0630841121495327,0.27791666666666665,0.16166666666666665,0.5604166666666667,0.13958333333333334,0.13833333333333334,False,0.0501204819277109,False
188,0.27,0.48,0.76,0.38,0.76,0.85,0.7275,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.15416666666666667,0.56375,0.14375,0.13833333333333334,False,0.0501204819277109,False
189,0.27,0.48,0.8,0.38,0.76,0.85,0.7266666666666667,0.40620384047267355,0.13253012048192772,0.0,0.8605476673427992,0.9392523364485982,0.06074766355140187,0.28208333333333335,0.1575,0.5604166666666667,0.14375,0.13833333333333334,False,0.0501204819277109,False
190,0.27,0.52,0.72,0.34,0.68,0.85,0.73375,0.4163027656477438,0.13253012048192772,0.0,0.8549695740365112,0.9369158878504673,0.0630841121495327,0.28625,0.13708333333333333,0.5766666666666667,0.14791666666666667,0.13833333333333334,False,0.06521175981817728,False
191,0.27,0.52,0.76,0.34,0.68,0.85,0.7320833333333333,0.4163027656477438,0.13253012048192772,0.0,0.8549695740365112,0.9369158878504673,0.0630841121495327,0.28625,0.14291666666666666,0.5708333333333333,0.14791666666666667,0.13833333333333334,False,0.06521175981817728,False
192,0.27,0.52,0.8,0.34,0.68,0.85,0.7316666666666667,0.4163027656477438,0.13253012048192772,0.0,0.8549695740365112,0.9369158878504673,0.0630841121495327,0.28625,0.14583333333333334,0.5679166666666666,0.14791666666666667,0.13833333333333334,False,0.06521175981817728,False
193,0.27,0.52,0.72,0.34,0.72,0.85,0.7308333333333333,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.13958333333333334,0.57375,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
194,0.27,0.52,0.72,0.34,0.76,0.85,0.7291666666666666,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14291666666666666,0.5704166666666667,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
195,0.27,0.52,0.76,0.34,0.72,0.85,0.72875,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14583333333333334,0.5675,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
196,0.27,0.52,0.8,0.34,0.72,0.85,0.7283333333333334,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14875,0.5645833333333333,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
197,0.27,0.52,0.76,0.34,0.76,0.85,0.7266666666666667,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.14958333333333335,0.56375,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
198,0.27,0.52,0.8,0.34,0.76,0.85,0.7258333333333333,0.4171511627906977,0.13253012048192772,0.0,0.8544624746450304,0.9369158878504673,0.0630841121495327,0.2866666666666667,0.15291666666666667,0.5604166666666667,0.14833333333333334,0.13833333333333334,False,0.06673305799261953,False
199,0.27,0.5,0.72,0.38,0.68,0.85,0.7304166666666667,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13375,0.5766666666666667,0.15125,0.13833333333333334,False,0.0728182506903885,False
200,0.27,0.5,0.76,0.38,0.68,0.85,0.72875,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13958333333333334,0.5708333333333333,0.15125,0.13833333333333334,False,0.0728182506903885,False
201,0.27,0.5,0.8,0.38,0.68,0.85,0.7283333333333334,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.1425,0.5679166666666666,0.15125,0.13833333333333334,False,0.0728182506903885,False
202,0.27,0.5,0.72,0.38,0.72,0.85,0.7275,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.13666666666666666,0.57375,0.15125,0.13833333333333334,False,0.0728182506903885,False
203,0.27,0.5,0.72,0.38,0.76,0.85,0.7258333333333333,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14,0.5704166666666667,0.15125,0.13833333333333334,False,0.0728182506903885,False
204,0.27,0.5,0.76,0.38,0.72,0.85,0.7254166666666667,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14291666666666666,0.5675,0.15125,0.13833333333333334,False,0.0728182506903885,False
205,0.27,0.5,0.8,0.38,0.72,0.85,0.725,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14583333333333334,0.5645833333333333,0.15125,0.13833333333333334,False,0.0728182506903885,False
206,0.27,0.5,0.76,0.38,0.76,0.85,0.7233333333333334,0.418705035971223,0.13253012048192772,0.0,0.8524340770791075,0.9439252336448598,0.056074766355140186,0.28958333333333336,0.14666666666666667,0.56375,0.15125,0.13833333333333334,False,0.0728182506903885,False
